index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,labels,parkingSpace,highlight,newDevelopmentFinished
15,101307898,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/ee/60/1117735677.jpg,283,12,,360000.0,flat,sale,120.0,,4,2,Avenida Segunda Aguada,Cádiz,Cádiz,La Paz - Segunda Aguada - Loreto,es,36.5112889,-6.2739168,False,https://www.idealista.com/inmueble/101307898/,1427,"Vivienda de 120 m2, con 4 dormitorios. Cocina. Comedor separado. Despensa. 2 cuartos de baño, uno con ducha italiana y otro con bañera y ducha. Suelos de mármol. Ventanas de PVC con doble acristalamiento. Aire acondicionado con bomba de calor. Garaje de 12 m (cabe un coche grande y una moto) incluido en el precio. Comunidad con dos ascensores. Excelente ubicación: al lado de la estación de tren, a 10 minutos a pie de la playa y Hospital en las inmediaciones.",False,good,False,True,3000.0,{'typology': 'flat'},"{'subtitle': 'La Paz - Segunda Aguada - Loreto, Cádiz', 'title': 'Piso en Avenida Segunda Aguada'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
16,104106250,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/78/73/1210013966.jpg,J001,12,4,327000.0,flat,sale,185.0,True,3,1,Centro Histórico - Plaza España,Cádiz,Cádiz,Centro Histórico - Plaza España,es,36.5338088,-6.2942385,False,https://www.idealista.com/inmueble/104106250/,1665,"Imagina despertar cada mañana en un lugar donde la historia y la vitalidad se entrelazan en cada esquina. Esta encantadora vivienda, ubicada en la cuarta planta sin ascensor, es mucho más que un simple espacio: es una oportunidad para dar vida a tus sueños en uno de los lugares más emocionantes de la capital. Situada majestuosamente en la intersección de las dos calles más vibrantes del casco antiguo, esta propiedad espera con los brazos abiertos a aquellos que desean escribir su propia historia en sus paredes. Aunque actualmente está en espera de renovación, su tamaño y su ubicación privilegiada ofrecen un lienzo perfecto para crear algo verdaderamente especial. Imagina las posibilidades infinitas que ofrece este espacio: desde un loft urbano lleno de luz hasta dos acogedores refugios que respiran el encanto del casco antiguo. Cada rincón está impregnado de potencial, esperando ser moldeado por tu visión y pasión. Esta es más que una propiedad; es una oportunidad para ser parte de la rica historia y el vibrante tejido social de Cádiz. Es un lugar donde cada grieta cuenta una historia y cada habitación está impregnada de posibilidades infinitas. No dejes pasar la oportunidad de ser parte de esta emocionante aventura. ¡Contáctanos hoy mismo y déjanos ayudarte a descubrir el potencial de este tesoro oculto en el corazón de Cádiz!",False,renew,False,False,1768.0,{'typology': 'flat'},"{'subtitle': 'Centro Histórico - Plaza España, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
17,103238811,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/65/ca/1182929122.jpg,016.,18,3,530000.0,flat,sale,154.0,True,4,2,Playa Stª Mª del Mar,Cádiz,Cádiz,Playa Stª Mª del Mar,es,36.5199219,-6.2838261,False,https://www.idealista.com/inmueble/103238811/,216,"Esta vivienda ofrece la oportunidad de vivir en la mejor zona de Cadiz, en zona Asdrubal y a unos 2 minutos andando de la playa de Santa Maria del Mar.  La vivienda consta de amplio salón, gran cocina, dos pequeñas terrazas, 4 dormitorios, 4 armarios empotrados y 2 baños. IBI 441€. Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios publicos y privados, supermercados, farmacias, parada de bus urbano, interurbanos, bancos, jardines y parques. Parkings.  Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,3442.0,{'typology': 'flat'},"{'subtitle': 'Playa Stª Mª del Mar, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
18,34005525,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/0c/8d/156283319.jpg,051,12,5,650000.0,duplex,sale,150.0,True,3,3,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5058095,-6.2787833,False,https://www.idealista.com/inmueble/34005525/,1817,"FANTASTICO ATICO TIPO DUPLEX EN UNOS DE LOS MEJORES EDIFICIOS DE CADIZ. PLAYA A UNOS 20 METROS. TERRAZA DE 25m2, 3 DORMITORIOS, 3 BAÑOS, COCINA, SALON.  EXTERIOR. Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios publicos y privados, supermercados, farmacias, parada de bus urbano-interurbanos, bancos, jardines y parques. Parkings. Honorarios de agencia, gastos de compra y notaria no incluidos en el precio.",False,good,False,True,4333.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Dúplex'}",False,False,False,False,False,False,,,,
19,102342188,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/7a/12/1152475270.jpg,007,17,5,510000.0,flat,sale,110.0,True,3,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5184187,-6.2818295,False,https://www.idealista.com/inmueble/102342188/,391,"VIVIENDA SEÑORIAL EN PLENA AVENIDA PRINCIPAL. Consta de salón, cocina amueblada, tres amplios dormitorios (en origen eran cuatro) y dos baños. Vivienda conservada, para entrar a vivir con poca reforma. Cuenta con aire acondicionado y calefacción. Dos armarios empotrados. Finca rehabilitada, con ascensor en plena Avenida Andalucía. A un paso del centro histórico y rodeada de todos los servicios disponibles. Supermercados, farmacias, pescaderías, fruterías, paradas de autobús y taxi. A dos minutos caminando de la playa Santa María del Mar. Comunidad: 120€ con agua incluida. Llámenos sin compromiso, estamos para asesorarle. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,4636.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
20,101937447,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/98/f0/1138706462.jpg,CádizInfante,12,bj,175000.0,flat,sale,60.0,True,2,1,Calle Infante de Orleans,Cádiz,Cádiz,La Paz - Segunda Aguada - Loreto,es,36.5047901,-6.2703114,False,https://www.idealista.com/inmueble/101937447/,2209,"INMOBILIARIA FENIZIA pone a su disposición la posibilidad de adquirir este inmueble situado en el barrio de Loreto, zona rodeada de todo tipo de negocios, comercios, restaurantes, colegio y demás locales comerciales. El inmueble consta de un salón, cocina funcional equipada de electrodomésticos, dos dormitorios siendo uno de ellos de matrimonio y el otro doble completando un cuarto de baño equipado de sanitarios. Destaca que el inmueble posee Aire Acondicionado en las estancias como el salón y ambos dormitorios. Muy cerca de paradas de autobuses así como del tren. De acuerdo con lo prevenido en el Decreto 218/2005, de 11 de octubre, se informa al cliente que los gastos notariales, registrales, impuesto de transmisiones (ITP), honorarios de intermediación, gastos financieros, y otros gastos inherentes a la compraventa no están incluidos en el precio.",False,good,False,True,2917.0,{'typology': 'flat'},"{'subtitle': 'La Paz - Segunda Aguada - Loreto, Cádiz', 'title': 'Piso en Calle Infante de Orleans'}",False,False,False,False,False,False,,,,
21,104096533,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/c7/ff/1209676316.jpg,000166,21,bj,149900.0,flat,sale,70.0,True,2,1,La Caleta - La Viña,Cádiz,Cádiz,La Caleta - La Viña,es,36.5305915,-6.3058133,False,https://www.idealista.com/inmueble/104096533/,2251,"** VIVIENDA RESERVADA ** ** VIVIENDA CON LICENCIA TURISTICA EN CÁDIZ CAPITAL / ZONA CENTRO / LA CALETA ** OPORTUNIDAD PARA VIVIENDA HABITUAL O IDEAL PARA INVERSIÓN. Vivienda en venta en Cádiz capital, en una de las zonas más conocidas de la capital gaditana, concretamente en la zona de ""LA VIÑA"", se encuentra muy próximo a la ""Playa de la Caleta"". Bien comunicado con las paradas de bus urbano y cercano a la estación de tren y bus interurbano. - DISPONE DE LICENCIA VACACIONAL ( Rentabilidad superior al 10% demostrable )  * Se encuentra en una PLANTA BAJA EXTERIOR  * CON REFORMAS RECIENTES y TOTALMENTE EQUIPADA PARA SU USO (electricidad, fontanerías, suelos, paredes, ventanas, etc... ) * La vivienda consta de: - 2 Dormitorios, son interiores, uno de ellos dispone de aire acondicionado - Salón amplio con comedor y cocina americana en perfecto estado con electrodomésticos. Exterior y luminoso, dispone de aire acondicionado.  - Baño amplio con placa ducha. - DISPONE DE DOS PEQUEÑOS PATIOS PRIVADOS PARA VENTILACIÓN. ** FINANCIAMOS HASTA 100% ** (ASESORAMIENTO GRATUITO)! No dude en visitarnos sin compromiso! *El precio de venta no incluye honorarios de la agencia ni gastos según ley*.",False,good,False,False,2141.0,{'typology': 'flat'},"{'subtitle': 'La Caleta - La Viña, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
22,103916436,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/c7/99/1204132559.jpg,023,15,5,295000.0,flat,sale,94.0,True,4,2,La Paz - Segunda Aguada - Loreto,Cádiz,Cádiz,La Paz - Segunda Aguada - Loreto,es,36.5198999,-6.2731743,False,https://www.idealista.com/inmueble/103916436/,913,"OPORTUNIDAD. Vivienda en venta muy cerca del Corte inglés y del paseo de Avenida de la Bahía. Consta de cuatro dormitorios, dos baños, cocina y salón. Vivienda muy bien conservada y completamente exterior. Luminosa. Zona inmejorable, rodeada de múltiples servicios, farmacias, supermercados, zonas de ocio, y a diez minutos caminando del centro histórico. No dude en consultarnos, nuestro trabajo es asesorarle. Honorarios de agencia, gastos de compra y notaría NO incluidos en el precio.",False,good,False,True,3138.0,{'typology': 'flat'},"{'subtitle': 'La Paz - Segunda Aguada - Loreto, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
23,103777333,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/c0/f6/1200203197.jpg,00169,25,3,175000.0,flat,sale,87.0,True,3,1,La Paz - Segunda Aguada - Loreto,Cádiz,Cádiz,La Paz - Segunda Aguada - Loreto,es,36.5103614,-6.2741318,False,https://www.idealista.com/inmueble/103777333/,1502,"¿Te gustaría vivir en un piso totalmente reformado, con ascensor, tarima flotante, perlita y portón blindado? ¿Y si te decimos que está a solo unos pasos de la Avda de la Bahia, la avenida principal, el hospital y la playa de la Victoria? ¿Y que además está rodeado de zonas verdes, supermercados, comercios, colegios, farmacias, paradas de autobuses y estación de tren? Pues no lo pienses más y ven a ver este piso que LUZ DEL SUR INMOBILIARIA tiene para ti. Es una oportunidad única de disfrutar de una vivienda cómoda, luminosa y bien ubicada. No dejes pasar esta ocasión y contacta con nosotros hoy mismo. Te esperamos. *Si necesitas vender para comprar, contacta con nosotros, te ayudamos a encontrar comprador para tu vivienda. * Informamos a nuestros clientes que el precio de venta no incluye lo siguiente: Honorarios de la agencia inmobiliaria, Impuestos (I. T. P. , I. V. A. o A. J. D. , en su caso) ni otros gastos de la compraventa (gastos de Registro de la Propiedad, Notaría, Gestoría ). CUMPLE TUS SUEÑOS CON LUZ DEL SUR INMOBILIARIA.",False,good,False,True,2011.0,{'typology': 'flat'},"{'subtitle': 'La Paz - Segunda Aguada - Loreto, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
24,101512037,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/6e/7e/1124455008.jpg,125,10,1,195000.0,flat,sale,57.0,True,2,1,Mentidero - Teatro Falla - Alameda,Cádiz,Cádiz,Mentidero - Teatro Falla - Alameda,es,36.534107,-6.2960687,False,https://www.idealista.com/inmueble/101512037/,1793,"OPORTUNIDAD. Vivienda venta en el centro histórico a menos de 100 metros de la Plaza de España. Consta de dos dormitorios, uno principal y otro individual. Cocina amueblada y cuarto de baño completo. Exterior, muy luminosa. Complemente reformada. Primera planta sin ascensor, escaleras cómodas. Un vecino por planta. Inmejorable zona, rodeada de todos los servicios, paradas de autobús, supermercados, organismos públicos, playa de la Caleta a 10 minutos caminando, parkings. No dude en consultar sin compromiso. HONORARIOS DE AGENCIA, GASTOS DE COMPRA Y NOTARIA NO INCLUIDOS EN EL PRECIO.",False,good,False,False,3421.0,{'typology': 'flat'},"{'subtitle': 'Mentidero - Teatro Falla - Alameda, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
25,103430348,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/18/1b/1189270225.jpg,00163,24,1,250000.0,flat,sale,79.0,True,2,1,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5015884,-6.272668,False,https://www.idealista.com/inmueble/103430348/,2431,"LUZ DEL SUR INMOBILIARIA le ofrece este magnífico piso a un minuto de la playa de La Victoria. Tiene dos dormitorios, baño, cocina completamente equipada, cerca de todo. Un lujo para poder vivir en Cádiz y a un precio estupendo. No deje pasar esta oportunidad única y llame sin compromiso. *Si necesitas vender para comprar, contacta con nosotros, te ayudamos a encontrar comprador para tu vivienda. * Informamos a nuestros clientes que el precio de venta no incluye lo siguiente: Honorarios de la agencia inmobiliaria, Impuestos (I. T. P. , I. V. A. o A. J. D. , en su caso) ni otros gastos de la compraventa (gastos de Registro de la Propiedad, Notaría, Gestoría ). CUMPLE TUS SUEÑOS CON LUZ DEL SUR INMOBILIARIA.",False,good,False,True,3165.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
26,102428301,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/c8/94/1155345521.jpg,022,16,1,399000.0,flat,sale,191.0,True,5,2,Zona Bahía Blanca,Cádiz,Cádiz,Zona Bahía Blanca,es,36.5254307,-6.2837343,False,https://www.idealista.com/inmueble/102428301/,409,"ESPECTACULAR VIVIENDA EN BAHIA BLANCA. Vivienda de 190 metros cuadrados distribuidos en un amplio hall de entrada, cinco dormitorios (cuatro de ellos dobles) y dos baños. Además de un gran salón con salida a una enorme terraza con orientación sur. Cocina amueblada a reformar. Muchas posibilidades de obra. Luminosa y soledad debido a su orientación. Cuenta además con un trastero en el portal que corresponde a la vivienda. La zona, muy demandada, rodeada de todos los servicios, colegios, parkings, paradas de autobús y taxi. Comercios, farmacias, etc. A un paso del centro histórico y de la playa de Santa María del Mar. No dude en consultarnos. Nuestro trabajo es asesorarle. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,2089.0,{'typology': 'flat'},"{'subtitle': 'Zona Bahía Blanca, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
27,103818458,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/68/42/1201177292.jpg,037,20,5,365000.0,flat,sale,108.0,True,3,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5011323,-6.2756875,False,https://www.idealista.com/inmueble/103818458/,2390,"VIVIENDA EN VENTA EN PLAYA VICTORIA. Vivienda con tres amplios dormitorios (dobles) con armarios empotrados, dos cuartos de baño completos, amplio salón con terraza cerrada y vistas laterales al mar, cocina amueblada y terraza lavadero. Vivienda en primera línea de playa. Estado conservado, se puede entrar a vivir sin necesidad de mucha obra. Finca con ascensor y portero físico. Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios públicos y privados, supermercados, farmacias, parada de bus urbano, interurbanos, bancos, jardines y parques. Parkings. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio. No dude en consultarnos, nuestro trabajo es asesorarle.",False,good,False,True,3380.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,"[{'name': 'seaViewsType', 'text': 'Vistas al mar'}]",,,
28,104009025,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/05/d1/1207021916.jpg,000640,34,2,349000.0,flat,sale,115.0,True,4,2,Calle Pintor Zuloaga,Cádiz,Cádiz,Zona Laguna,es,36.5038595,-6.2754959,False,https://www.idealista.com/inmueble/104009025/,2106,"AMPLÍSIMO PISO en la laguna totalmente reformado, consta de 4 dormitorios, 2 baños completos, salón con terraza y cocina con lavadero. Todo exterior y muy luminoso (hace esquina). A/a en salón, armarios empotrados, ascensor, portero físico. Ubicación excelente, cerca de colegios, autobuses, supermercados y a tan solo 3 minutos de la playa.",False,good,False,True,3035.0,{'typology': 'flat'},"{'subtitle': 'Zona Laguna, Cádiz', 'title': 'Piso en Calle Pintor Zuloaga'}",False,False,False,False,False,False,,,,
29,102334599,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/65/77/1152249170.jpg,018,19,4,399000.0,flat,sale,117.0,True,4,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5110419,-6.2803472,False,https://www.idealista.com/inmueble/102334599/,1219,"AMPLIA VIVIENDA EN PLENA AVENIDA PRINCIPAL. Vivienda de cuatro dormitorios dobles con armarios empotrados, amplia cocina muy luminosa y soleada, dos baños completos y salón con salida a terraza cerrada dando a la Avenida principal. Edificio inmejorable, a escasos metros de la plaza de San José. Muchas posibilidades de reforma. Zona muy demandada, tanto para residencia habitual como inversión. Situada en una de las zonas mas privilegiadas de la Avenida. Rodeada de todos los servicios y a un paso del centro histórico. A escasos metros de la playa de la Victoria. Llámenos sin compromiso, estamos para asesorarle. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,3410.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
30,95286027,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/05/92/914330544.jpg,138-Canalejas,15,6,550000.0,flat,sale,169.0,True,5,2,Centro Histórico - Plaza España,Cádiz,Cádiz,Centro Histórico - Plaza España,es,36.5331205,-6.2954963,False,https://www.idealista.com/inmueble/95286027/,1676,"Magnifica vivienda señorial en la mejor zona del casco antiguo a escasos metros de la plaza de España y del Ayuntamiento.  Vistas frontales al muelle.  Plaza de garaje en otro edificio incluida en el precio. La vivienda consta de amplio salón, cocina con lavadero, 5 dormitorios y 2 baños. Finca con ascensor.  Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios publicos, supermercados, farmacias, parada de bus urbano-interurbanos, bancos, jardines y parques. Parkings etc.  Honorarios de agencia, gastos de compra y notaria no incluidos en el precio.",False,good,False,True,3254.0,{'typology': 'flat'},"{'subtitle': 'Centro Histórico - Plaza España, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
31,101428410,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/5b/2c/1121617326.jpg,050,19,3,459000.0,flat,sale,119.0,True,3,2,Zona Laguna,Cádiz,Cádiz,Zona Laguna,es,36.5054261,-6.274867,False,https://www.idealista.com/inmueble/101428410/,1962,"VIVIENDA EN VENTA DE RECIENTE CONSTRUCCIÓN. Espectacular vivienda en la zona de la laguna a menos de 20 metros de la Avenida Principal y a un paso de la Playa de la Victoria. Consta de tres dormitorios dobles con armarios empotrados, amplio salón con orientación este lo que lo hace muy soleado, cocina amueblada y dos cuartos de baños completos, uno en la habitación principal en suite. La vivienda dispone de aire acondicionado frío y calor por conducto, armarios vestidos, suelos de mármol y carpintería de PVC. Además, tiene una plaza de garaje sita en el mismo edificio con elevador e incluida en el precio. Finca del año 2006. Zona inmejorable, rodeada de múltiples servicios. No lo dude, llámenos y consulte sin compromiso. Honorarios de agencia, gastos de compra y notaria no incluidos en el precio.",False,good,False,True,3857.0,{'typology': 'flat'},"{'subtitle': 'Zona Laguna, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
32,103615940,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/d4/09/1195003658.jpg,005.,17,2,178000.0,flat,sale,83.0,True,3,1,La Paz - Segunda Aguada - Loreto,Cádiz,Cádiz,La Paz - Segunda Aguada - Loreto,es,36.5104107,-6.2726921,False,https://www.idealista.com/inmueble/103615940/,1570,"Vivienda en zona de Segunda Aguada, muy cerca del nuevo mercado. Rodeada de múltiples servicios. A un paso del Paseo de la Avenida de la Bahía. Consta de tres dormitorios, salón, cocina amueblada y cuarto de baño completo. Cuenta con aire acondicionado frío-calor. Trastero en la misma planta. Exterior.  Finca con ascensor. Llámenos para consultar cualquier duda. Nuestro trabajo es asesorarle. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,2145.0,{'typology': 'flat'},"{'subtitle': 'La Paz - Segunda Aguada - Loreto, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33,103047648,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/50/7d/1176264194.jpg,008.,12,2,350000.0,flat,sale,103.0,True,4,2,Zona San José - Varela,Cádiz,Cádiz,Zona San José - Varela,es,36.5186226,-6.2822982,False,https://www.idealista.com/inmueble/103047648/,358,"OPORTUNIDAD. Vivienda reformada ubicada a escasos metros del parque de Varela y de la avenida principal.  La playa de Santa Maria del Mar se encuentra a unos 5 minutos andando. Finca con ascensor. La vivienda consta de salón, cocina, 4 dormitorios y 2 baños.  Plaza de garaje en el mismo edificio NO incluida en el precio. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio. Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios públicos, supermercados, farmacias, parada de bus urbano-interurbanos, bancos, jardines y parques. Parkings.",False,good,False,True,3398.0,{'typology': 'flat'},"{'subtitle': 'Zona San José - Varela, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 28000.0}",,
34,101675232,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/90/10/1130012465.jpg,017,14,1,360000.0,flat,sale,119.0,True,4,2,Cortadura - Zona Franca,Cádiz,Cádiz,Cortadura - Zona Franca,es,36.4986825,-6.2739341,False,https://www.idealista.com/inmueble/101675232/,2696,"OPORTUNIDAD Vivienda en venta en Plaza Jerez, a un minuto andando de la Playa de la Victoria. Situada en plena avenida principal, rodeada de todos los servicios. Complemente exterior. Consta de cuatro amplios dormitorios (tres de ellos con armarios empotrados) exteriores, dos baños completos (uno de ello en suite), amplia cocina (sin amueblar) con salida a terraza lavadero y salón con grandes ventanales a la Avenida principal. Al ser un edificio de reciente construcción la vivienda se encuentra en buen estado de conservación.  Uno de los baños reformados con placa ducha. Finca del año 2002. Dos ascensores. Es una primera planta pero tiene altura de segundo. Muy luminosa y soleada. No dude en contactar con nosotros para más información. Zona inmejorable. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,3025.0,{'typology': 'flat'},"{'subtitle': 'Cortadura - Zona Franca, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
35,101317286,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/19/22/1118010461.jpg,024,16,6,355000.0,flat,sale,120.0,True,4,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.5080448,-6.2771325,False,https://www.idealista.com/inmueble/101317286/,1618,"OPORTUNIDAD! Vivienda en zona Hospital Puerta del Mar. Inmejorable ubicación ya que se encuentra en una de las mejores zonas de la ciudad a solo unos 2 minutos andando de la playa de la Victoria. El precio por la ubicación y los metros de superficie es muy interesante comparativamente con lo que se puede encontrar en esta zona. Óptima inversión. La vivienda consta de salón con terraza cerrada, 4 dormitorios con armarios empotrados, gran cocina y 2 baños. Para entrar. Inmejorable zona de ocio y restaurantes, rodeado de todos los servicios, transporte publico, colegios públicos, supermercados, farmacias, parada de bus urbano-interurbanos, bancos, jardines y parques. Parkings etc. Honorarios de agencia, gastos de compra y notaria no incluidos en el precio.",False,good,False,True,2958.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,,,
36,101538262,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/2a/90/1125360138.jpg,053,16,7,299000.0,flat,sale,80.0,True,3,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.4981076,-6.275028,False,https://www.idealista.com/inmueble/101538262/,2729,"VIVIENDA EN VENTA EN PRIMERA LÍNEA. Oportunidad de vivir en pleno paseo marítimo (no tiene vistas al mar). Cuenta con tres amplios dormitorios con armarios empotrados, dos cuartos de baños (uno en suite), cocina amueblada y salón con salida a amplia terraza abierta. Muy luminosa, con buena orientación. Finca con ascensor y acceso a movilidad reducida. Entrada por el Paseo Marítimo, a 5 metros de la Playa Victoria. Bien conservada. Además dispone de una amplia plaza de garaje sita en el mismo edificio por 25.000€ Zona inmejorable, rodeada de todos los servicios públicos, parkings, supermercados, colegios.. . etc. No dude y contacte con nosotros sin compromiso. HONORARIOS DE AGENCIA, GASTOS DE COMPRA Y NOTARIA NO INCLUIDOS EN EL PRECIO.",False,good,False,True,3738.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",,
37,101871184,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/c7/a0/1171168765.jpg,065,18,10,499000.0,flat,sale,98.0,True,3,2,Playa Victoria - Paseo Marítimo,Cádiz,Cádiz,Playa Victoria - Paseo Marítimo,es,36.4957419,-6.2731136,False,https://www.idealista.com/inmueble/101871184/,3030,"OPORTUNIDAD. Vivienda FRONTAL al mar en primera línea. Cuenta con tres amplios dormitorios con armarios empotrados, dos baños completos, cocina semiabierta al salón y salón con terraza cerrada frontal al mar. Todas las estancias tienen vistas al mar salvo los baños y la cocina. Vivienda reformada con buenas calidades. Finca rehabilitada con portero físico y entrada por el paseo marítimo. Planta alta, vistas como si fuese un barco. Situación inmejorable, en primera línea, rodeada de todos los servicios como supermercados, parkings, policía, colegios, paradas de autobús, estación de tren a cinco minutos caminando, parques y jardines. No dude en consultarnos sin compromiso. Honorarios de agencia, gastos de compra y notaria NO incluidos en el precio.",False,good,False,True,5092.0,{'typology': 'flat'},"{'subtitle': 'Playa Victoria - Paseo Marítimo, Cádiz', 'title': 'Piso'}",False,False,False,False,False,False,"[{'name': 'seaViewsType', 'text': 'Vistas al mar'}]",,,
